spine_no,cover_img,title,url,director,country,year
,https://s3.amazonaws.com/criterion-production/product_images/1915-d024b93e4429f5b05d7f0bdc8d59c415/shXfQUMZTWnY6hrjrAHIhcBlosHu4c_small.jpg,Eclipse Series 46: Ingrid Bergman’s Swedish Years,https://www.criterion.com/boxsets/1315-eclipse-series-46-ingrid-bergman-s-swedish-years,,,
,https://s3.amazonaws.com/criterion-production/product_images/1780-c489370ce256ad8a36a096bca4ed7bb4/9aNOPIxaT7oPmfJpfNfA6Bnm1Subqd_small.jpg,Eclipse Series 4: Raymond Bernard,https://www.criterion.com/boxsets/494-eclipse-series-4-raymond-bernard,,,
,https://s3.amazonaws.com/criterion-production/product_images/1781-c1a9cab8c217f2548be90ed2a4f82591/AEzOAcQoH6LkVsoBEmkX3jWIcbBjRJ_small.jpg,Eclipse Series 5: The First Films of Samuel Fuller,https://www.criterion.com/boxsets/499-eclipse-series-5-the-first-films-of-samuel-fuller,,,
,https://s3.amazonaws.com/criterion-production/product_images/1782-33694ba837d2ebb5ef9a504fe64fa8bc/pXn9qASn83xkM9J4eylTdSBebrSwHb_small.jpg,Eclipse Series 6: Carlos Saura’s Flamenco Trilogy,https://www.criterion.com/boxsets/502-eclipse-series-6-carlos-saura-s-flamenco-trilogy,,,
,https://s3.amazonaws.com/criterion-production/product_images/1783-2603233b300709ece691ce010d05b82e/ng6Q2jSnDdPKg51dQZKb8XM57DSKRU_small.jpg,Eclipse Series 7: Postwar Kurosawa,https://www.criterion.com/boxsets/512-eclipse-series-7-postwar-kurosawa,,,
,https://s3.amazonaws.com/criterion-production/product_images/1784-5d74cde2639e1ee6decfb0775aeeb91a/UITQ7Twns3VIrF5yEVIdbX3h09jcVx_small.jpg,Eclipse Series 8: Lubitsch Musicals,https://www.criterion.com/boxsets/517-eclipse-series-8-lubitsch-musicals,,,
,https://s3.amazonaws.com/criterion-production/product_images/1785-ea36640f37f5031e401e5c2606f2d3e3/lcgS1E1uR77UUNHEn5iQQQfSoWEr6m_small.jpg,Eclipse Series 9: The Delirious Fictions of William Klein,https://www.criterion.com/boxsets/521-eclipse-series-9-the-delirious-fictions-of-william-klein,,,
278,https://s3.amazonaws.com/criterion-production/films/b623a8a5a4161a125b4d074a6cf1df69/Q3LSQimr74Fq4EbH2Jx0ZlzrG6bLqt_thumbnail.jpg,L’eclisse,https://www.criterion.com/films/928-l-eclisse,Michelangelo Antonioni,Italy,1962
946,https://s3.amazonaws.com/criterion-production/films/ed394478f60a211193ba1dab88125197/w3TkERkEMljsbq7hxffsVze3JCQZ8K_thumbnail.jpg,Eight Hours Don’t Make a Day,https://www.criterion.com/films/29400-eight-hours-don-t-make-a-day,Rainer Werner Fassbinder,Germany,1972
86,https://s3.amazonaws.com/criterion-production/product_images/1838-ee328a31205b114ef125fd81b54b5cd0/VZGhEsbGQY3luUNqMc64IKmXGoRe9U_small.jpg,Eisenstein: The Sound Years,https://www.criterion.com/boxsets/204-eisenstein-the-sound-years,,,
904,https://s3.amazonaws.com/criterion-production/films/a75129341a5da1a31ed6cb4617cd7d2f/3X4bhh4Dgc2xO8k6iNMMtpUfFrFi8w_thumbnail.jpg,Election,https://www.criterion.com/films/29335-election,Alexander Payne,United States,1999
80,https://s3.amazonaws.com/criterion-production/films/1ba29b595c1c2176032d369ef3fadbb1/nqH1IgQqFhw5MVK99S7nm5DyYA4K7J_thumbnail.jpg,The Element of Crime,https://www.criterion.com/films/619-the-element-of-crime,Lars von Trier,Denmark,1984
244,https://s3.amazonaws.com/criterion-production/films/1853137ab1295327cac9d01956b0e61b/vFL3TcaSbNqdU2R6f2cNDZqMTdBEzb_thumbnail.jpg,Elena and Her Men,https://www.criterion.com/films/937-elena-and-her-men,Jean Renoir,France,1956
,https://s3.amazonaws.com/criterion-production/films/58ce3ee856b0d43e6d0006aedaf93987/qvDkah0HKOaioLkBTSo9OOcbrHLLcn_thumbnail.jpg,Elephant Boy,https://www.criterion.com/films/27564-elephant-boy,Robert Flaherty…,United Kingdom,1937
1051,https://s3.amazonaws.com/criterion-production/films/207afbdb62bf1befab64af108cfbd694/9C1Sv0QkPLjj5eoMqM8d1M0kAiaWoK_thumbnail.jpg,The Elephant Man,https://www.criterion.com/films/29677-the-elephant-man,David Lynch,United States,1980
335,https://s3.amazonaws.com/criterion-production/films/0bd44c7f53256f955cc1d7e5c2e2acf2/Zfb7FxcHW33ZPlWsnfs4EltUqFNY8J_thumbnail.jpg,Elevator to the Gallows,https://www.criterion.com/films/778-elevator-to-the-gallows,Louis Malle,France,1958
796,https://s3.amazonaws.com/criterion-production/films/aaceb4cad8621ca9617f4c00b8ad4748/5xi0GwA3BbtdOq3TOnIIC17roOR2Pu_thumbnail.jpg,The Emigrants,https://www.criterion.com/films/28701-the-emigrants,Jan Troell,Sweden,1971
,https://s3.amazonaws.com/criterion-production/product_images/1862-a6d27bb1690cceebe0e316b9d42ad371/Mk6tOX6R5Dhlgj3yJMCixqZ8WNp7XK_small.jpg,The Emigrants/The New Land,https://www.criterion.com/boxsets/1165-the-emigrants-the-new-land,,,
370,https://s3.amazonaws.com/criterion-production/films/6ad67d0bf18658d64747ef2cad51dba4/DPrx897B0y0xSDBctcV7Dx9kcxV4C6_thumbnail.jpg,The Emperor Jones,https://www.criterion.com/films/807-the-emperor-jones,Dudley Murphy,United States,1933
467,https://s3.amazonaws.com/criterion-production/films/5cfc29b8af0201583b1d64c4beae9626/bsWUo0oqpwxG2OMIhPK2msUZUWW1Cr_thumbnail.jpg,Empire of Passion,https://www.criterion.com/films/1288-empire-of-passion,Nagisa Oshima,Japan,1978
,https://s3.amazonaws.com/criterion-production/films/3717d8aa738b0208b33515993e27f495/8cHQYp80RriuK7XtDvhCZ5wxSgfKjm_thumbnail.jpg,The End of Summer,https://www.criterion.com/films/801-the-end-of-summer,Yasujiro Ozu,Japan,1961
,https://s3.amazonaws.com/criterion-production/films/982af6f612740dc571ae652920f92c44/YTmSnmMCk6s9GY4bf3Jx6RQHrJvbn9_thumbnail.jpg,An Enemy of the People,https://www.criterion.com/films/27680-an-enemy-of-the-people,Satyajit Ray,India,1989
534,https://s3.amazonaws.com/criterion-production/films/2e0eb89f070c18c1adf8c0753d9c9589/84eqNAtUnzQIuIbrPq78uwqeOM7nx9_thumbnail.jpg,L’enfance nue,https://www.criterion.com/films/2337-l-enfance-nue,Maurice Pialat,France,1968
398,https://s3.amazonaws.com/criterion-production/films/e4526a028381532bc86086e529651fb5/VGaBnkhUUI9sKivRaj0M9IRUZt3cVP_thumbnail.jpg,Les enfants terribles,https://www.criterion.com/films/758-les-enfants-terribles,Jean-Pierre Melville,France,1950
,https://s3.amazonaws.com/criterion-production/films/d3ef5d03f0388465ff6d95625ee4e504/TPEJFhfV5tnvG022UXCwt2LOHhis7v_thumbnail.jpg,Enter the Dragon,https://www.criterion.com/films/30623-enter-the-dragon,Robert Clouse,Hong Kong,1973
338,https://s3.amazonaws.com/criterion-production/films/25a6ff7c494d57431ad8e9db70da7775/IntxxcLKB8OiRTk1jozZohUF58ndJr_thumbnail.jpg,Equinox,https://www.criterion.com/films/780-equinox,Jack Woods,United States,1970
,https://s3.amazonaws.com/criterion-production/films/802954a489252be88ae85a4bae9a7fa2/PuW2V8VTC11h0oQPlpTCHyXBRY8bdy_thumbnail.jpg,Equinox Flower,https://www.criterion.com/films/783-equinox-flower,Yasujiro Ozu,Japan,1958
725,https://s3.amazonaws.com/criterion-production/films/c834dedcc911ec34cb90bdefd315542e/nqPw4QXPXZp3mgcIFcvR9BL0mW2obB_thumbnail.jpg,Eraserhead,https://www.criterion.com/films/28382-eraserhead,David Lynch,United States,1977
,https://s3.amazonaws.com/criterion-production/product_images/1896-83fe48a59fe1f7eb29f0307e3f2f63f4/zQ235ICl6OxHik6DAkN1liJaj0i6Mt_small.jpg,Essential Art House: 50 Years of Janus Films,https://www.criterion.com/boxsets/305-essential-art-house-50-years-of-janus-films,,,
713,https://s3.amazonaws.com/criterion-production/product_images/1827-340d95a9dc4160151fad3b6ee59da757/g1SkfwOWOBrY9ryHCbnk9w9KcU5iJW_small.jpg,The Essential Jacques Demy,https://www.criterion.com/boxsets/1055-the-essential-jacques-demy,,,
,https://s3.amazonaws.com/criterion-production/films/d084359d22fc3986eb204457b7eb3b8c/RH254cosDOgnwFodFejiOohQAL3KMb_thumbnail.jpg,Ethnic Notions,https://www.criterion.com/films/31180-ethnic-notions,Marlon Riggs,United States,1986
454,https://s3.amazonaws.com/criterion-production/films/30933b9075ff0010f0d3d9da0378c64c/7F7jony14F4JwDNqN4WiethpaXjgWA_thumbnail.jpg,Europa,https://www.criterion.com/films/768-europa,Lars von Trier,Denmark,1991
985,https://s3.amazonaws.com/criterion-production/films/1975c824e3f44554d1755f66ac8e9901/op5e76062WLo9yZJeiOlU7gNFEjL5m_thumbnail.jpg,Europa Europa,https://www.criterion.com/films/28040-europa-europa,Agnieszka Holland,Poland,1990
674,https://s3.amazonaws.com/criterion-production/films/322f040a60532b89f72da14f7ed9385f/5jeBrecMTVgwaM1S0SGmRxA1z8dEZ5_thumbnail.jpg,Europe ’51,https://www.criterion.com/films/28108-europe-51,Roberto Rossellini,Italy,1952
520,https://s3.amazonaws.com/criterion-production/films/f4a75fa9e4e3797bba7a179dd774d412/n4PstJirHzLRuR7mdBBOY7ntCG6Suo_thumbnail.jpg,Everlasting Moments,https://www.criterion.com/films/21118-everlasting-moments,Jan Troell,Sweden,2008
744,https://s3.amazonaws.com/criterion-production/films/7d4a70d2c5219845114b619aca4beada/kwLi80oyUdMtsoTL22F673KR9zTSvu_thumbnail.jpg,Every Man for Himself,https://www.criterion.com/films/28549-every-man-for-himself,Jean-Luc Godard,France,1980
,https://s3.amazonaws.com/criterion-production/films/3059471c517f566f014e151526c17bf3/M93oxLH4L4JoUP1ZtX9a5ODe3LwqC2_thumbnail.jpg,Every-Night Dreams,https://www.criterion.com/films/27547-every-night-dreams,Mikio Naruse,Japan,1933
840,https://s3.amazonaws.com/criterion-production/films/31c83f5d0b777c57c928236102cc1f8b/pFf5JOnCFkVDsc5hQGHCwODxzgaUy4_thumbnail.jpg,The Executioner,https://www.criterion.com/films/28980-the-executioner,Luis García Berlanga,Spain,1963
459,https://s3.amazonaws.com/criterion-production/films/cda5446e826e520f328e997ad815c538/1EcnbVyDTbLAxNURdk0Y8bnIojE1pY_thumbnail.jpg,The Exterminating Angel,https://www.criterion.com/films/1076-the-exterminating-angel,Luis Buñuel,Mexico,1962
260,https://s3.amazonaws.com/criterion-production/films/fc3c1f281c7c268b95d6ccfcb9c09753/09SjT40uvff2VmvuzTfllqpz5yKg2o_thumbnail.jpg,Eyes Without a Face,https://www.criterion.com/films/950-eyes-without-a-face,Georges Franju,France,1960
1017,https://s3.amazonaws.com/criterion-production/films/3e8f9fa6fb75a8fdbd6c364c19d86478/eBLoDljuSlMkZLc1re6fnLYFzAYmtQ_thumbnail.jpg,The Fabulous Baron Munchausen,https://www.criterion.com/films/29652-the-fabulous-baron-munchausen,Karel Zeman,Czechoslovakia,1962
970,https://s3.amazonaws.com/criterion-production/films/4c109973612e53d8cd8269099a51b8db/Ge9NUnmWvujUZYFWo5TMq6nMZdFLPy_thumbnail.jpg,A Face in the Crowd,https://www.criterion.com/films/28703-a-face-in-the-crowd,Elia Kazan,United States,1957
395,https://s3.amazonaws.com/criterion-production/films/96aaa4852564c797f5a3eda2e58fd0a6/aGGt1C8WP6nmn3eJJIRKljOhzENnRi_thumbnail.jpg,The Face of Another,https://www.criterion.com/films/828-the-face-of-another,Hiroshi Teshigahara,Japan,1966
252,https://s3.amazonaws.com/criterion-production/films/50c46391dcf93a0c61119b657cc105a4/NjRgeDmzeOxHkplWNoMOrld8T5ng9W_thumbnail.jpg,Faces,https://www.criterion.com/films/915-faces,John Cassavetes,United States,1968
,https://s3.amazonaws.com/criterion-production/films/afeea27c388b3547969c9f509df11cb5/3wuQsvYjsHTc4015Rl3wQBQsb7T9kt_thumbnail.jpg,Faces Places,https://www.criterion.com/films/30904-faces-places,Agnès Varda and JR,France,2017
1011,https://s3.amazonaws.com/criterion-production/films/697714c5f61884f16239ef755f14c843/fa4svULX2NfofX0swJvrLbMpl002Dq_thumbnail.jpg,Fail Safe,https://www.criterion.com/films/28825-fail-safe,Sidney Lumet,United States,1964
,https://s3.amazonaws.com/criterion-production/films/90736ef5282e764ec6186d8bd3d5c5fe/VmZrdpSuGgBflzUyccKpSiC839JSzx_thumbnail.jpg,Fallen Angels,https://www.criterion.com/films/28842-fallen-angels,Wong Kar Wai,Hong Kong,1995
357,https://s3.amazonaws.com/criterion-production/films/6446045381af731c53ab306dcd52ab5e/0BOWWQEXhvz585Ya03Z8Um7SGh2m7k_thumbnail.jpg,The Fallen Idol,https://www.criterion.com/films/346-the-fallen-idol,Carol Reed,United Kingdom,1948
451,https://s3.amazonaws.com/criterion-production/films/655106c6e5c5cb1345e565eaf218815e/H76zJ42x9gqvXla7tZzQflVDhzJYJz_thumbnail.jpg,Fanfan la Tulipe,https://www.criterion.com/films/750-fanfan-la-tulipe,Christian-Jaque,France,1952
883,https://s3.amazonaws.com/criterion-production/films/28e497421d0e485cece5e9269c16af35/ZfUeJFt1aesMSRGbLbQqTuhBztrEGP_thumbnail.jpg,Fanny,https://www.criterion.com/films/28858-fanny,Marc Allégret,France,1932
261,https://s3.amazonaws.com/criterion-production/product_images/1879-ddf9f0d1ce4179a8d951c0d9565fd7b6/p9zD6ZURSPmDBhod3yL2aDID2gMRQD_small.jpg,Fanny and Alexander Box Set,https://www.criterion.com/boxsets/206-fanny-and-alexander-box-set,,,
262,https://s3.amazonaws.com/criterion-production/films/469345bca4a09a5ee860757191bf54aa/qBKD4rkTkrw13Kel43PGAGbg1uBePQ_thumbnail.jpg,Fanny and Alexander: Television Version,https://www.criterion.com/films/626-fanny-and-alexander-television-version,Ingmar Bergman,Sweden,1983
263,https://s3.amazonaws.com/criterion-production/films/289eee85492838ff64671c24d63e631a/bqzpSsBVIkScl3o7Ae7hxmJ8ZubMnE_thumbnail.jpg,Fanny and Alexander: Theatrical Version,https://www.criterion.com/films/201-fanny-and-alexander-theatrical-version,Ingmar Bergman,Sweden,1982
700,https://s3.amazonaws.com/criterion-production/films/1f9ceaaf056526c3d7c88296ce340579/WQjpoVqOb1CWcVmG1ZoaiEu0gJF0ez_thumbnail.jpg,Fantastic Mr. Fox,https://www.criterion.com/films/28565-fantastic-mr-fox,Wes Anderson,United States,2009
820,https://s3.amazonaws.com/criterion-production/films/3b384c601af6defbccd31020fb482b46/d5g8lS9xQQQyGpGaTma0HnkBycZvYo_thumbnail.jpg,Fantastic Planet,https://www.criterion.com/films/28636-fantastic-planet,René Laloux,France,1973
,https://s3.amazonaws.com/criterion-production/films/cd3c7f927d0765f2eb4b7d90dd36cc43/qv2UEFstQfRJsOKQE614ECU0PGcLWN_thumbnail.jpg,Fårö Document 1979,https://www.criterion.com/films/27966-f-r-document-1979,Ingmar Bergman,Sweden,1979
,https://s3.amazonaws.com/criterion-production/films/0e27c93443b2c941df7f3c213876b6ee/Gh295PdwTLrHs4VSSx9VcP5JskJmKI_thumbnail.jpg,Fårö Document,https://www.criterion.com/films/29439-f-r-document,Ingmar Bergman,Sweden,1970
1075,https://s3.amazonaws.com/criterion-production/films/8bba704d358082f7e25633b78baeb7a0/XxjrMW14EDgDh2vu94ODDzkiLx0D2j_thumbnail.jpg,Fast Times at Ridgemont High,https://www.criterion.com/films/30464-fast-times-at-ridgemont-high,Amy Heckerling,United States,1982
259,https://s3.amazonaws.com/criterion-production/films/1e5cd8597637106d520f2598d6c30ac4/jD5LJNLBLglH8acNU9vzoGzVa6fUZv_thumbnail.jpg,Fat Girl,https://www.criterion.com/films/548-fat-girl,Catherine Breillat,France,2001
175,https://s3.amazonaws.com/criterion-production/films/2eab6c19498ccc9c45709af90f0cc5da/POE0rbVpiFeXo7erOISf126v663x9J_thumbnail.jpg,Fear and Loathing in Las Vegas,https://www.criterion.com/films/215-fear-and-loathing-in-las-vegas,Terry Gilliam,United States,1998
747,https://s3.amazonaws.com/criterion-production/films/5bfb8f50a8f10a477fe1334e429bb9c8/ZYdY4RUkgzLMqIbm8UH4x9nyZUE8GP_thumbnail.jpg,Fellini Satyricon,https://www.criterion.com/films/28038-fellini-satyricon,Federico Fellini,Italy,1969
929,https://s3.amazonaws.com/criterion-production/films/158358e5a3c887eb8da3f2fd7c88ca32/M2SseBDqHqhbAX1r730ezWGJFjcTxE_thumbnail.jpg,Female Trouble,https://www.criterion.com/films/28704-female-trouble,John Waters,United States,1974
892,https://s3.amazonaws.com/criterion-production/films/a12861799fc50b94a53040658a4027fb/NN2ela1puPzyVIvx79FyFKPsUogPTR_thumbnail.jpg,Festival,https://www.criterion.com/films/28889-festival,Murray Lerner,United States,1967
288,https://s3.amazonaws.com/criterion-production/films/3ea1295137287d265082f8522a3ce50b/mXoBUy48ORdlw2ZefqqVsAB3uahP7Q_thumbnail.jpg,F for Fake,https://www.criterion.com/films/908-f-for-fake,Orson Welles,United States,1975
92,https://s3.amazonaws.com/criterion-production/films/396742df082949cbe7cd842f4d5fe77e/B2N8OyGqk863KMbcNBoYzgRiBHkrVc_thumbnail.jpg,Fiend Without a Face,https://www.criterion.com/films/631-fiend-without-a-face,Arthur Crabtree,United Kingdom,1958
269,https://s3.amazonaws.com/criterion-production/films/cb979ac5bad25ae7921c51153b1dc83f/naRN8ZiqmLTQI6hfhQXxpifXRWQOhh_thumbnail.jpg,Fighting Elegy,https://www.criterion.com/films/945-fighting-elegy,Seijun Suzuki,Japan,1966
,https://s3.amazonaws.com/criterion-production/films/06aae5d548f169e22473a1560b8af40b/C9uzPZ2an3M9AoDXjTI7aMH8KBOYDU_thumbnail.jpg,"Fight, Zatoichi, Fight",https://www.criterion.com/films/28307-fight-zatoichi-fight,Kenji Misumi,Japan,1964
208,https://s3.amazonaws.com/criterion-production/product_images/1938-86e4176cc4262e3524935d83d5870456/4hx4crqXk77qBf3SJxMwbw6Mz2sDUg_small.jpg,A Film Trilogy by Ingmar Bergman,https://www.criterion.com/boxsets/89-a-film-trilogy-by-ingmar-bergman,,,
145,https://s3.amazonaws.com/criterion-production/films/4c558aa85967869d1140e852cb1f0368/oCHrw4PTooq8CIRtFGiXs2NSbWaWu2_thumbnail.jpg,The Firemen’s Ball,https://www.criterion.com/films/688-the-firemen-s-ball,Miloš Forman,Czechoslovakia,1967
378,https://s3.amazonaws.com/criterion-production/films/4e72fee8682df2361558b50c2ebc26d3/GTlUD6E30WnPNkTirVkbCka02t57Ql_thumbnail.jpg,Fires on the Plain,https://www.criterion.com/films/347-fires-on-the-plain,Kon Ichikawa,Japan,1959
430,https://s3.amazonaws.com/criterion-production/films/a8c39a413f3134b2940ede42c30c02d3/qL6ZEBtqgDUf0j76xJ6GFEpaGQYXl3_thumbnail.jpg,The Fire Within,https://www.criterion.com/films/540-the-fire-within,Louis Malle,France,1963
365,https://s3.amazonaws.com/criterion-production/films/00d6c9ea7f9017cf82e7a6ed11ca61b3/iRkxCKXeMDcBGmNevTIxN0w4hfg6l2_thumbnail.jpg,First Man into Space,https://www.criterion.com/films/803-first-man-into-space,Robert Day,United States,1959
764,https://s3.amazonaws.com/criterion-production/films/f976557f07f1f8fe7164723849950f8c/vpWzBCv1hiHyS5nbP1K1nRMavew3mM_thumbnail.jpg,The Fisher King,https://www.criterion.com/films/28719-the-fisher-king,Terry Gilliam,United States,1991
42,https://s3.amazonaws.com/criterion-production/films/05815711c1681a5fa7e58e8626fec57c/K8GuiqhVu0BHF5MJFCwUkBnLLg5hED_thumbnail.jpg,Fishing with John,https://www.criterion.com/films/580-fishing-with-john,John Lurie,United States,1992
553,https://s3.amazonaws.com/criterion-production/films/c467c2b736aa487917e683bda0f5fee9/9csB0WnD265jEpvyTxJq5K2An80Ry5_thumbnail.jpg,Fish Tank,https://www.criterion.com/films/27541-fish-tank,Andrea Arnold,United Kingdom,2009
,https://s3.amazonaws.com/criterion-production/films/e8d4cd2c5dd1b2541a3c8325a6d1805f/W5gKGPvtkm5evOJ9devGYL935KMAdy_thumbnail.jpg,Fist of Fury,https://www.criterion.com/films/29556-fist-of-fury,Lo Wei,Hong Kong,1972
333,https://s3.amazonaws.com/criterion-production/films/bfe837a00f091aaa9e9223903ad717e2/PtBArZqMvX55aE1Py7CcJJRqtMFXy7_thumbnail.jpg,Fists in the Pocket,https://www.criterion.com/films/348-fists-in-the-pocket,Marco Bellocchio,Italy,1965
546,https://s3.amazonaws.com/criterion-production/films/2e38034fc0c56f197327cf1fc7719383/2WOvwsZRBD0RwZ7SHTAHFL5xI2Yhu1_thumbnail.jpg,Five Easy Pieces,https://www.criterion.com/films/27529-five-easy-pieces,Bob Rafelson,United States,1970
989,https://s3.amazonaws.com/criterion-production/films/300405564b27572b5f5f1e5faff182eb/rMmBdDHsGDObJ7X9qwkYVDYLSMgVeA_thumbnail.jpg,The Flavor of Green Tea over Rice,https://www.criterion.com/films/28229-the-flavor-of-green-tea-over-rice,Yasujiro Ozu,Japan,1952
27,https://s3.amazonaws.com/criterion-production/films/2e2a64517c959dfc1ec9ec1c6149914a/DjlLrNIOmjcwdB6HJjN8BlLXuBP3Ee_thumbnail.jpg,Flesh for Frankenstein,https://www.criterion.com/films/562-flesh-for-frankenstein,Paul Morrissey,United States,1973
1116,https://s3.amazonaws.com/criterion-production/films/d4372819bbd2cbdc23a4fbbda0a21a50/ydf8AovFa3TOSnyGXwV9dLEX9cdG1f_thumbnail.jpg,The Flight of the Phoenix,https://www.criterion.com/films/28566-the-flight-of-the-phoenix,Robert Aldrich,United States,1965
,https://s3.amazonaws.com/criterion-production/films/e19847dc2f6f1689e5970ef13e094ea9/Mf9UMErynympJPguOrU1pChuPtgBJ5_thumbnail.jpg,Floating Weeds,https://www.criterion.com/films/349-floating-weeds,Yasujiro Ozu,Japan,1959
1077,https://s3.amazonaws.com/criterion-production/films/43922ef00455b52d0c935a435b5ed6db/151PeQFpH1T0FhvSuT1k9nyClFS9OA_thumbnail.jpg,Flowers of Shanghai,https://www.criterion.com/films/30521-flowers-of-shanghai,Hou Hsiao-hsien,Taiwan,1998
