spine_no,cover_img,title,url,director,country,year
848,https://s3.amazonaws.com/criterion-production/films/05e2e75624b400b1c88af61e29dba5d1/pzeKBSXmUXlQWLLMCZc8LIQTwVvaJV_thumbnail.jpg,Roma,https://www.criterion.com/films/28039-roma,Federico Fellini,Italy,1972
1014,https://s3.amazonaws.com/criterion-production/films/bc349204816d212fabd9b71524763b75/BMnwff4YpeT4kAkBsBwD6PGbdffoL3_thumbnail.jpg,Roma,https://www.criterion.com/films/30124-roma,Alfonso Cuarón,United States,2018
497,https://s3.amazonaws.com/criterion-production/films/065858072a69f217ae517f2cc87a2c68/0T7IhsxzrE4rW48efa7kEHGrSe77j0_thumbnail.jpg,Rome Open City,https://www.criterion.com/films/975-rome-open-city,Roberto Rossellini,Italy,1945
443,https://s3.amazonaws.com/criterion-production/films/2d9f65a009ae0df30f7268f5cad30602/hCVpEfIN7DST5IptZEPGxHXn1hTR9M_thumbnail.jpg,La ronde,https://www.criterion.com/films/573-la-ronde,Max Ophuls,France,1950
775,https://s3.amazonaws.com/criterion-production/films/2a684a78d6b7c2e6aabb3341e08f0cf4/49RLuNCJcOFrAKVB1w00pKqmEQmXOs_thumbnail.jpg,A Room with a View,https://www.criterion.com/films/28597-a-room-with-a-view,James Ivory,United Kingdom,1986
757,https://s3.amazonaws.com/criterion-production/films/a9dfda8b8db438e46c784cf5c4c866d6/1hFFNNJHOVyul0OLXpKgpcKM2MOF6S_thumbnail.jpg,The Rose,https://www.criterion.com/films/28572-the-rose,Mark Rydell,United States,1979
630,https://s3.amazonaws.com/criterion-production/films/4886db5d9452d2247ff729d35aa839a6/rXjMmW28vBI3WW7qEj2gO6X7NKmq6A_thumbnail.jpg,Rosemary’s Baby,https://www.criterion.com/films/27927-rosemary-s-baby,Roman Polanski,United States,1968
621,https://s3.amazonaws.com/criterion-production/films/06eeae01a332a952d5c2bb0c8c5ecc78/wB6ANgwbN29LKWFvsvDzs0NEvkfbmP_thumbnail.jpg,Rosetta,https://www.criterion.com/films/28056-rosetta,Luc Dardenne…,Belgium,1999
,https://s3.amazonaws.com/criterion-production/films/e37cc813ca976b63dbf5c514ad769717/URceRh7EdKTD4WasARAjk9rsxkgau1_thumbnail.jpg,Routine Pleasures,https://www.criterion.com/films/27947-routine-pleasures,Jean-Pierre Gorin,United States,1986
157,https://s3.amazonaws.com/criterion-production/films/2af7336c9a57d15cd1ec4599f67cd9e5/Mg9LLVHaL0FTIgSYxEyFTxDGuv4yNy_thumbnail.jpg,The Royal Tenenbaums,https://www.criterion.com/films/230-the-royal-tenenbaums,Wes Anderson,United States,2001
216,https://s3.amazonaws.com/criterion-production/films/b70bdd975f1e7d0fbe895029820a61f6/3ZwAaJhtqaocroH8pCCF7cIosygeOQ_thumbnail.jpg,The Rules of the Game,https://www.criterion.com/films/295-the-rules-of-the-game,Jean Renoir,France,1939
132,https://s3.amazonaws.com/criterion-production/films/715c0edb17c2ec2066fa8be1e1f07ff2/lEbyN5olI9I9gY02DBezxJ9xQuly9q_thumbnail.jpg,The Ruling Class,https://www.criterion.com/films/678-the-ruling-class,Peter Medak,United Kingdom,1972
869,https://s3.amazonaws.com/criterion-production/films/28b1b85a6f4119f34d6165c5256037f6/CGCMTOMzrmzXe1qXr6Mnpt4jXgsgi0_thumbnail.jpg,Rumble Fish,https://www.criterion.com/films/28993-rumble-fish,Francis Ford Coppola,United States,1983
65,https://s3.amazonaws.com/criterion-production/films/c3a4c2f3681af67dcb78f90b54b87572/FzDCgEnLFsPsuEEod7fi4Z9FaXnA4h_thumbnail.jpg,Rushmore,https://www.criterion.com/films/333-rushmore,Wes Anderson,United States,1998
,https://s3.amazonaws.com/criterion-production/films/303031b6b6406474a33fbde7715e3ee0/V1VNgMACNqduC182heMTR9uhWFyDVb_thumbnail.jpg,Rusty Knife,https://www.criterion.com/films/2956-rusty-knife,Toshio Masuda,Japan,1958
739,https://s3.amazonaws.com/criterion-production/films/18b9ad4931d21243138ca77870331ab9/6fW6jqEqhIvAAudJ0lMPWDP7X97USz_thumbnail.jpg,Safe,https://www.criterion.com/films/28548-safe,Todd Haynes,United States,1995
548,https://s3.amazonaws.com/criterion-production/films/ebedf2335fa256b63d4e645e8c508f12/A4UT1QlIsS1FGC0qJQAS21FqwPqpNn_thumbnail.jpg,A Safe Place,https://www.criterion.com/films/27531-a-safe-place,Henry Jaglom,United States,1971
662,https://s3.amazonaws.com/criterion-production/films/96a2f214d42c91852a870d66be2caeb1/HKCtBxvj7OupJI4BrQJD7APR0bIpN4_thumbnail.jpg,Safety Last!,https://www.criterion.com/films/28446-safety-last,Fred Newmeyer…,United States,1923
122,https://s3.amazonaws.com/criterion-production/films/de3ced1c9ab41dc9a3e5d6ad17fb9ba1/nabE9bhsoCoicrC939dTgyUCFmDu2n_thumbnail.jpg,Salesman,https://www.criterion.com/films/663-salesman,David Maysles…,United States,1969
17,https://s3.amazonaws.com/criterion-production/films/c1dca25b53f05bf28a029306a986f9be/8hOAp0htPTJ4M1LATpfXoCZKwxOu7y_thumbnail.jpg,"Salò, or The 120 Days of Sodom",https://www.criterion.com/films/532-sal-or-the-120-days-of-sodom,Pier Paolo Pasolini,Italy,1976
228,https://s3.amazonaws.com/criterion-production/films/7e75c5b26d08e3221c6824608e9527fe/CzQiBBa54ctX3HbVQRMP3oFadHMzXI_thumbnail.jpg,Salvatore Giuliano,https://www.criterion.com/films/687-salvatore-giuliano,Francesco Rosi,Italy,1962
,https://s3.amazonaws.com/criterion-production/films/4bc990101d88c836ce459146bb0409c8/0RtHB019kbCekdVj2WNYnd3nxS9laR_thumbnail.jpg,Samaritan Zatoichi,https://www.criterion.com/films/28316-samaritan-zatoichi,Kenji Misumi,Japan,1968
306,https://s3.amazonaws.com/criterion-production/films/9bee98615a85bea1878af49ba320ca40/WvMVqQiUO8W03H1PGJcf0J5s64wNJe_thumbnail.jpg,Le samouraï,https://www.criterion.com/films/184-le-samoura,Jean-Pierre Melville,France,1967
15,https://s3.amazonaws.com/criterion-production/films/45174ab8137f66fc97e5c043847743bc/9w8FUEt9kjQpnWFZod7e9hsFK5Iadv_thumbnail.jpg,Samurai II: Duel at Ichijoji Temple,https://www.criterion.com/films/530-samurai-ii-duel-at-ichijoji-temple,Hiroshi Inagaki,Japan,1955
16,https://s3.amazonaws.com/criterion-production/films/7aced965161d41d77123d0f74641a236/Dve41MzkXcXYS76KDNXBcyKr92PaEX_thumbnail.jpg,Samurai III: Duel at Ganryu Island,https://www.criterion.com/films/531-samurai-iii-duel-at-ganryu-island,Hiroshi Inagaki,Japan,1956
14,https://s3.amazonaws.com/criterion-production/films/5807c1075adbbe846d6e23b56e86604e/fyBfBqESTNlEhwkukqycOsbj42qATY_thumbnail.jpg,Samurai I: Musashi Miyamoto,https://www.criterion.com/films/529-samurai-i-musashi-miyamoto,Hiroshi Inagaki,Japan,1954
310,https://s3.amazonaws.com/criterion-production/films/ca3c0784d81f91e3f9aaa1042b85bda1/LXHOssMGpyKq1rwyuscYSnAuNwWOGa_thumbnail.jpg,Samurai Rebellion,https://www.criterion.com/films/753-samurai-rebellion,Masaki Kobayashi,Japan,1967
312,https://s3.amazonaws.com/criterion-production/films/a5c824b2768519d99d40bf762942e5f6/j3Lb5bKdOK3aRHM1EExYCXPZrj0VYX_thumbnail.jpg,Samurai Spy,https://www.criterion.com/films/762-samurai-spy,Masahiro Shinoda,Japan,1965
,https://s3.amazonaws.com/criterion-production/product_images/1822-d4a843257df7a6658c60b3b487fbb6c2/hWw2D8niIjWILdo7l6vp0z8OHQpGh4_small.jpg,The Samurai Trilogy,https://www.criterion.com/boxsets/40-the-samurai-trilogy,,,
372,https://s3.amazonaws.com/criterion-production/films/b4f536588cf58d54853fcdbdb6f01c12/TsRAiZzUChb8dAF7v1Z9P7L5ZIvbf6_thumbnail.jpg,Sanders of the River,https://www.criterion.com/films/811-sanders-of-the-river,Zoltán Korda,United Kingdom,1935
53,https://s3.amazonaws.com/criterion-production/films/e3a8b87cb8cbc3285b3eb00da28a693a/dyeVpIcW7gE7OWYsi3kOh9W2fHMXIs_thumbnail.jpg,Sanjuro,https://www.criterion.com/films/598-sanjuro,Akira Kurosawa,Japan,1962
,https://s3.amazonaws.com/criterion-production/films/95aa03afbe874b8c4a758fad40b4758e/u5w5NxMwJtRaRc6Bpf6VadqJIB97YE_thumbnail.jpg,Sanshiro Sugata,https://www.criterion.com/films/12521-sanshiro-sugata,Akira Kurosawa,Japan,1943
,https://s3.amazonaws.com/criterion-production/films/643c56e316933fa315bcc4f41ccccde4/ChezpJV9aCvYNcJIzESPcUHiXX98QP_thumbnail.jpg,"Sanshiro Sugata, Part Two",https://www.criterion.com/films/12522-sanshiro-sugata-part-two,Akira Kurosawa,Japan,1945
386,https://s3.amazonaws.com/criterion-production/films/a148a9e5fca0f279de7e740033b42b66/vk5Nxs9qR3mKLE4CYQGhHDc39jSRFa_thumbnail.jpg,Sansho the Bailiff,https://www.criterion.com/films/823-sansho-the-bailiff,Kenji Mizoguchi,Japan,1954
,https://s3.amazonaws.com/criterion-production/films/f27a539b178b573b2418ee124fd57ab6/874EPPBMGZCjznsow8oBCpaphHkTPK_thumbnail.jpg,Sans Soleil,https://www.criterion.com/films/304-sans-soleil,Chris Marker,France,1983
,https://s3.amazonaws.com/criterion-production/films/1219d990a7f62027597f29647720c194/HPqQLAxdkVLIBUhyAzVQgh4DvZgYuq_thumbnail.jpg,Sapphire,https://www.criterion.com/films/27536-sapphire,Basil Dearden,United Kingdom,1959
,https://s3.amazonaws.com/criterion-production/films/919d3f9c1119317659ffed2289a8857b/OF7ZHm7HzV7tEfViGJzCqYQ660BJRj_thumbnail.jpg,Saraband,https://www.criterion.com/films/29444-saraband,Ingmar Bergman,Sweden,2003
412,https://s3.amazonaws.com/criterion-production/films/273c880f9b86db12085712e36c829f35/xvWUTsUwqlyfDFICltA1KFvzusbOXv_thumbnail.jpg,Sawdust and Tinsel,https://www.criterion.com/films/842-sawdust-and-tinsel,Ingmar Bergman,Sweden,1953
,https://s3.amazonaws.com/criterion-production/films/0dd72ea0d4416620cb26ab0da459bf7b/nue29GkzWgQZp1v0x8R4RF2i16f9XN_thumbnail.jpg,Scandal,https://www.criterion.com/films/893-scandal,Akira Kurosawa,Japan,1950
712,https://s3.amazonaws.com/criterion-production/films/72be64c7e0fe2adc28ae31719d0c4d88/6tMtPzuwVeGlo4qEXwaxq1vZa2eZca_thumbnail.jpg,Scanners,https://www.criterion.com/films/28043-scanners,David Cronenberg,Canada,1981
109,https://s3.amazonaws.com/criterion-production/films/c05defa71a39ec72507b17454065cd64/tUBuNvf4JbyjwJW1M4Yz0vh4zXy6ku_thumbnail.jpg,The Scarlet Empress,https://www.criterion.com/films/431-the-scarlet-empress,Josef von Sternberg,United States,1934
229,https://s3.amazonaws.com/criterion-production/films/9cc97a3bd4f3fc0e589ed556ec57c6d3/gDt8pykZ0Jq77v9lN9rKZIldYgM2E0_thumbnail.jpg,Scenes from a Marriage,https://www.criterion.com/films/710-scenes-from-a-marriage,Ingmar Bergman,Sweden,1973
199,https://s3.amazonaws.com/criterion-production/films/5bb350dec46c39ef4eabb5c7bb3991cf/3r21kirmhYtgJior67epJ9b2vRVgbR_thumbnail.jpg,Schizopolis,https://www.criterion.com/films/740-schizopolis,Steven Soderbergh,United States,1996
468,https://s3.amazonaws.com/criterion-production/films/59391d0914ee5e1f9ae246722f7b2d0e/84gqckqQjOBKLal72bAP241JlCOFPs_thumbnail.jpg,Science Is Fiction: 23 Films by Jean Painlevé,https://www.criterion.com/films/1286-science-is-fiction-23-films-by-jean-painlev,Jean Painlevé,France,
1030,https://s3.amazonaws.com/criterion-production/films/f88e619547e1036d2b7595feb1688281/38xYUK39YImmWPoyi8XjcukL09hDwU_thumbnail.jpg,Scorsese Shorts,https://www.criterion.com/films/30616-scorsese-shorts,Martin Scorsese,United States,
667,https://s3.amazonaws.com/criterion-production/films/b0b75eb96049776b39304544010775af/oZ4lookwBFKgRugblnwxK08rKZZYz8_thumbnail.jpg,Seconds,https://www.criterion.com/films/28428-seconds,John Frankenheimer,United States,1966
257,https://s3.amazonaws.com/criterion-production/films/e49f3f069fd56acb5c2ce80804641ed1/HzeVE10Q3Y5Hnletc5MxGWSbxJZ1z2_thumbnail.jpg,Secret Honor,https://www.criterion.com/films/955-secret-honor,Robert Altman,United States,1984
527,https://s3.amazonaws.com/criterion-production/films/b91e8046a3cdde8af573076ab6fbe47b/Q2WNbtvGEpVPvl5Dfgaoiz9pWS67Z5_thumbnail.jpg,The Secret of the Grain,https://www.criterion.com/films/1344-the-secret-of-the-grain,Abdellatif Kechiche,France,2007
1070,https://s3.amazonaws.com/criterion-production/films/c0d2ca8f67bdfd302eca956fc89b22f4/b1UdREORmsbOQxtFDwciTefNAoHneU_thumbnail.jpg,Secrets & Lies,https://www.criterion.com/films/29202-secrets-lies,Mike Leigh,United Kingdom,1996
576,https://s3.amazonaws.com/criterion-production/films/10c53181d56d265d297a7d6f28476eca/Pkd3UjO6PDGkR5W60DoGQwdlXTLdDr_thumbnail.jpg,Secret Sunshine,https://www.criterion.com/films/27750-secret-sunshine,Lee Chang-dong,South Korea,2007
350,https://s3.amazonaws.com/criterion-production/films/bebbbc57e407b60cbd45771d6330d074/8x7CzXrR83PJkcyaUts2sJdqGPpjZ7_thumbnail.jpg,Seduced and Abandoned,https://www.criterion.com/films/796-seduced-and-abandoned,Pietro Germi,Italy,1964
556,https://s3.amazonaws.com/criterion-production/films/74be83402097d3f4c5d9e7331de31471/43YJwgdfANxgafSJNaTDUwGxR8Gait_thumbnail.jpg,Senso,https://www.criterion.com/films/27543-senso,Luchino Visconti,Italy,1954
,https://s3.amazonaws.com/criterion-production/films/b89f8cd93f0808be0e6a997482e0bbf9/BhkStqRu6xbfaK6qhNUyYFggow31Uu_thumbnail.jpg,The Serpent’s Egg,https://www.criterion.com/films/29445-the-serpent-s-egg,Ingmar Bergman,United States,1977
2,https://s3.amazonaws.com/criterion-production/films/5af42201428bc14061890e527459f9b3/5p0q5rUeJNtfNhq2clz4MoYx7nkIO4_thumbnail.jpg,Seven Samurai,https://www.criterion.com/films/165-seven-samurai,Akira Kurosawa,Japan,1954
11,https://s3.amazonaws.com/criterion-production/films/6fede1f031c07b843ffa8965d47043f3/9QWkE37UXlpfhZrTIsaZHdWmooGJ1a_thumbnail.jpg,The Seventh Seal,https://www.criterion.com/films/173-the-seventh-seal,Ingmar Bergman,Sweden,1957
938,https://s3.amazonaws.com/criterion-production/films/8d79633589b76828b8eadd187028cf64/yTno3yh9uP29CmG2cCQCo4nt4fDpWb_thumbnail.jpg,"sex, lies, and videotape",https://www.criterion.com/films/28832-sex-lies-and-videotape,Steven Soderbergh,United States,1989
251,https://s3.amazonaws.com/criterion-production/films/4609003afa2405294b3a648782889b49/NIhyi38Sf3TN6r7De8xBMw5Wk1zA7a_thumbnail.jpg,Shadows,https://www.criterion.com/films/500-shadows,John Cassavetes,United States,1959
,https://s3.amazonaws.com/criterion-production/films/ecf3feaffeb272d4813d78b9a9df9b3c/x6inKLlvsx0ZpS2F8SDRT52VJjeqyK_thumbnail.jpg,Shadows in Paradise,https://www.criterion.com/films/960-shadows-in-paradise,Aki Kaurismäki,Finland,1986
616,https://s3.amazonaws.com/criterion-production/films/bedd445b42c05f40c012e6b2e3584480/R3aHnUDcITRd3bRJfmP4ceYTVVHRXU_thumbnail.jpg,Shallow Grave,https://www.criterion.com/films/27981-shallow-grave,Danny Boyle,United Kingdom,1994
961,https://s3.amazonaws.com/criterion-production/films/e137e4007f274da2f72f47d85d0a07ba/BaJBLLwAx0tvc2r5yx6b5fgUSWkGGe_thumbnail.jpg,Shame,https://www.criterion.com/films/28877-shame,Ingmar Bergman,Sweden,1968
947,https://s3.amazonaws.com/criterion-production/films/99cdeb4c29bb63ff66b86ace00aa6d89/1PLK62AeGm2pF75m2eTnvsLfQB6DAe_thumbnail.jpg,Shampoo,https://www.criterion.com/films/28821-shampoo,Hal Ashby,United States,1975
933,https://s3.amazonaws.com/criterion-production/films/19008d8792916fa5699a1cd997ffd452/fYsB3PXlq254rL0AXinwq4sOhIWMr3_thumbnail.jpg,Shanghai Express,https://www.criterion.com/films/28166-shanghai-express,Josef von Sternberg,United States,1932
,https://s3.amazonaws.com/criterion-production/films/3dce7db1ec8339bc72cb2faf8e6761cf/F0pMocrrx0c3uEI4V1xA5FJGIsp0tX_thumbnail.jpg,A Ship to India,https://www.criterion.com/films/29512-a-ship-to-india,Ingmar Bergman,Sweden,1947
663,https://s3.amazonaws.com/criterion-production/films/f7403dbc3446dcc91efc1265b99a3ace/7D5cUVg7BDFSF9gONXPb6PxOwkBRcm_thumbnail.jpg,Shoah,https://www.criterion.com/films/27968-shoah,Claude Lanzmann,France,1985
19,https://s3.amazonaws.com/criterion-production/films/655fa066ac6fb4c96d560667e9459fd0/8nYRqrpwiqf90Uwvh0SI7wzA0vnfcX_thumbnail.jpg,Shock Corridor,https://www.criterion.com/films/534-shock-corridor,Samuel Fuller,United States,1963
734,https://s3.amazonaws.com/criterion-production/films/ffaa83921ed66430196325e646607707/x4Ua0ZzXUdi0XU2CGRS8uGED493lCc_thumbnail.jpg,The Shooting,https://www.criterion.com/films/28580-the-shooting,Monte Hellman,United States,1966
,https://s3.amazonaws.com/criterion-production/product_images/1825-04e3d2d4acd7c045eac391acab04c475/B0mzfrIweiO9rb6yExev2yDv2VNgM8_small.jpg,The Shooting/Ride in the Whirlwind,https://www.criterion.com/boxsets/1073-the-shooting-ride-in-the-whirlwind,,,
315,https://s3.amazonaws.com/criterion-production/films/e2503ca1f726cccd07242a6f9b09d465/7FscZpQOPu1MA6NZgaw4USztuWuS2n_thumbnail.jpg,Shoot the Piano Player,https://www.criterion.com/films/764-shoot-the-piano-player,François Truffaut,France,1960
130,https://s3.amazonaws.com/criterion-production/films/17a09b267d7df228c099117fcc503b0b/HEN7Igx0rZ7xS24SClFcPTBRs9HxSL_thumbnail.jpg,The Shop on Main Street,https://www.criterion.com/films/669-the-shop-on-main-street,Ján Kadár…,Czechoslovakia,1965
265,https://s3.amazonaws.com/criterion-production/films/976b6cadec41c17951ec2458e764c8d9/cEac5pom1SJmO4sZhfHbov6yajejbK_thumbnail.jpg,Short Cuts,https://www.criterion.com/films/376-short-cuts,Robert Altman,United States,1993
1021,https://s3.amazonaws.com/criterion-production/films/56c15770f21d506909cd9d6b510b0a48/L8eD9ereAY71I07uEdI3FcfpnJ94d2_thumbnail.jpg,Show Boat,https://www.criterion.com/films/29035-show-boat,James Whale,United States,1936
20,https://s3.amazonaws.com/criterion-production/films/babb50d85ab3a3e18db89be3c1616bbf/DgVqqcH1vcEDTIKRLNsjSobU72cHMp_thumbnail.jpg,Sid & Nancy,https://www.criterion.com/films/535-sid-nancy,Alex Cox,United Kingdom,1986
211,https://s3.amazonaws.com/criterion-production/films/96e1add69295c206401f94f0ad905e63/3N8dRvaGxaUqSIYisqeX0KJpdn69Vw_thumbnail.jpg,The Silence,https://www.criterion.com/films/570-the-silence,Ingmar Bergman,Sweden,1963
755,https://s3.amazonaws.com/criterion-production/films/c9235dbacc50bc3cf4c86d4f149de767/7rYBIqpqABaCIrwdwLXnNEBiq1O62e_thumbnail.jpg,Le silence de la mer,https://www.criterion.com/films/27979-le-silence-de-la-mer,Jean-Pierre Melville,France,1949
13,https://s3.amazonaws.com/criterion-production/films/46014912ca0c20592c472f5bbe33e4f8/L9AQ95Y7z2vOIUf1ntwvpZsZx3kp8B_thumbnail.jpg,The Silence of the Lambs,https://www.criterion.com/films/528-the-silence-of-the-lambs,Jonathan Demme,United States,1991
460,https://s3.amazonaws.com/criterion-production/films/2ed4f65e66e322706e1b235a1818f2d0/cb1WlTzQD4robgQNTgSggcLXmRPSdJ_thumbnail.jpg,Simon of the Desert,https://www.criterion.com/films/1077-simon-of-the-desert,Luis Buñuel,Mexico,1965
,https://s3.amazonaws.com/criterion-production/films/c09c5193591192451987381f0a7d4c72/UtEHfEnXdcgYwfdna7dUuWLQ7SqJQp_thumbnail.jpg,Sing a Song of Sex,https://www.criterion.com/films/21949-sing-a-song-of-sex,Nagisa Oshima,Japan,1967
89,https://s3.amazonaws.com/criterion-production/films/cbbe2b461ec0a30f180e6745ee9577e7/Oyu16EuKreAQCBgp029vYl7Nx6NV86_thumbnail.jpg,Sisters,https://www.criterion.com/films/377-sisters,Brian De Palma,United States,1973
,https://s3.amazonaws.com/criterion-production/films/96179c8f7b7a1d3ecade6d9ba6738999/THajndNSI7S09mOsQuAETSIKxp6W44_thumbnail.jpg,Sisters of the Gion,https://www.criterion.com/films/967-sisters-of-the-gion,Kenji Mizoguchi,Japan,1936
342,https://s3.amazonaws.com/criterion-production/product_images/1875-4d5d5e2c0c2e29fa19513f6dc62869f6/uCMcMymA2Obfiryf0OHp2HPNItUlPx_small.jpg,Six Moral Tales,https://www.criterion.com/boxsets/417-six-moral-tales,,,
247,https://s3.amazonaws.com/criterion-production/films/952711c7e159f884b072e6afdbb4d9ae/aHl7gHVts3vg6wGhjYlyRYGlJCDWOn_thumbnail.jpg,Slacker,https://www.criterion.com/films/408-slacker,Richard Linklater,United States,1991
441,https://s3.amazonaws.com/criterion-production/films/dd600b70bda49320768a1a2545eabd7b/vBOoLKmxLqMp4rZ1WeBfbdsteerlnC_thumbnail.jpg,The Small Back Room,https://www.criterion.com/films/747-the-small-back-room,Michael Powell…,United Kingdom,1949
237,https://s3.amazonaws.com/criterion-production/films/49d4e46716d93aa132026d0e65f01e8c/JeSHBn1n1YRTcQFQUUfPktyUtEzqrT_thumbnail.jpg,Smiles of a Summer Night,https://www.criterion.com/films/849-smiles-of-a-summer-night,Ingmar Bergman,Sweden,1955
,https://s3.amazonaws.com/criterion-production/films/31b4e13c312be67fa2c26a28beae480d/CyOFOhG3aW52TtBfRJN8iBICyV60Wu_thumbnail.jpg,The Smiling Lieutenant,https://www.criterion.com/films/900-the-smiling-lieutenant,Ernst Lubitsch,United States,1931
941,https://s3.amazonaws.com/criterion-production/films/087c5e1e1acaf973c9ca5c5f306f0b1b/kcICmwHV4rQuKv6wFvElhNS6dlPr6e_thumbnail.jpg,Smithereens,https://www.criterion.com/films/29044-smithereens,​Susan Seidelman,United States,1982
1068,https://s3.amazonaws.com/criterion-production/films/04bdc7db9ef66171408b30e21088e3a4/0JgPnY1xmPn5VypA7Gte0oES0bJYTh_thumbnail.jpg,Smooth Talk,https://www.criterion.com/films/29655-smooth-talk,Joyce Chopra,United States,1985
749,https://s3.amazonaws.com/criterion-production/films/533a7a11e79b504496c8d89ff63d0712/dFTLRh4U6evoXeAnqd56rWH3nCUx32_thumbnail.jpg,The Soft Skin,https://www.criterion.com/films/27640-the-soft-skin,François Truffaut,France,1964
164,https://s3.amazonaws.com/criterion-production/films/647527e5987ba1f01e714df49e95acdb/caQS8NJz8DXvLNcdgnxxZJn7pZtC6l_thumbnail.jpg,Solaris,https://www.criterion.com/films/553-solaris,Andrei Tarkovsky,Soviet Union,1972
1049,https://s3.amazonaws.com/criterion-production/films/b1f5f414289850a75d37cf7c5606d8dd/bLwpos3fzsDT1qxVibPnN18FsBc63o_thumbnail.jpg,Soleil Ô,https://www.criterion.com/films/30299-soleil,Med Hondo,France,1970
353,https://s3.amazonaws.com/criterion-production/films/5caddf0518bd053fc51e7160d3c1b98d/FavFi41cWhvnqrMDnCfEjD6pPntr2x_thumbnail.jpg,Sólo con tu pareja,https://www.criterion.com/films/798-s-lo-con-tu-pareja,Alfonso Cuarón,Mexico,1991
950,https://s3.amazonaws.com/criterion-production/films/b935a8eaff6f0e92d17b18a1cd19fdf6/5ZrsCMJikkq6bPNmWjofhZswbi544L_thumbnail.jpg,Some Like It Hot,https://www.criterion.com/films/29162-some-like-it-hot,Billy Wilder,United States,1959
850,https://s3.amazonaws.com/criterion-production/films/0b770eba06f4657157937c7271edb112/DVPTu5alei5nnuu4alLaenGwUmHAOv_thumbnail.jpg,Something Wild,https://www.criterion.com/films/28777-something-wild,Jack Garfein,United States,1961
563,https://s3.amazonaws.com/criterion-production/films/551d38d5be19928f8d8a78cae9d7426e/1QV3ndVd3mzMfgpFWt5s0B8u5zN5U0_thumbnail.jpg,Something Wild,https://www.criterion.com/films/27603-something-wild,Jonathan Demme,United States,1986
,https://s3.amazonaws.com/criterion-production/films/ddbb0db3267c57bf94cf0dc41f9c1e87/fJJtBeYp3LO4WrD9clkj4lAn0IzGG6_thumbnail.jpg,Son of Godzilla,https://www.criterion.com/films/29346-son-of-godzilla,Jun Fukuda,Japan,1967
707,https://s3.amazonaws.com/criterion-production/films/41d9df20fc245c4ecc12ef934533adc2/HrfTWPnllatTkm1Npqwr0o4Jslre1h_thumbnail.jpg,Il sorpasso,https://www.criterion.com/films/28429-il-sorpasso,Dino Risi,Italy,1962
105,https://s3.amazonaws.com/criterion-production/films/e1d28e10aec9e7e4e26e1f7eaaa39b68/oMuO4YgOTDxILEf87wCLwyLMPvoYPp_thumbnail.jpg,Spartacus,https://www.criterion.com/films/449-spartacus,Stanley Kubrick,United States,1960
778,https://s3.amazonaws.com/criterion-production/films/e1017ced8c9d98c9224064ea05001f14/ZWt2QH864iBiad2Mojf2rLls76MzYu_thumbnail.jpg,A Special Day,https://www.criterion.com/films/28659-a-special-day,Ettore Scola,Italy,1977
788,https://s3.amazonaws.com/criterion-production/films/d4ef2e7dbb5595833ea955a9afa3d116/VYObudgVtJqNJ8BCld9NP8ayYfEPqj_thumbnail.jpg,Speedy,https://www.criterion.com/films/28497-speedy,Ted Wilde,United States,1928
136,https://s3.amazonaws.com/criterion-production/films/e4dc2cc2888fe912f270e3f3fdfff462/ylegNj8s7QZOyEudKiZ7GpJk76UvEY_thumbnail.jpg,Spellbound,https://www.criterion.com/films/681-spellbound,Alfred Hitchcock,United States,1945
351,https://s3.amazonaws.com/criterion-production/films/9ed25eb19c6d6f400c5a26266cb9ddc9/38WjZ61t2cZ8MZD8xKLCTaUHbpVeAf_thumbnail.jpg,The Spirit of the Beehive,https://www.criterion.com/films/367-the-spirit-of-the-beehive,Víctor Erice,Spain,1973
452,https://s3.amazonaws.com/criterion-production/films/16a780fa46a7d4ec58d29cba5b304524/ciTMvYytYqmBFhcwmOppTZZ8iMI2WQ_thumbnail.jpg,The Spy Who Came in from the Cold,https://www.criterion.com/films/860-the-spy-who-came-in-from-the-cold,Martin Ritt,United States,1965
845,https://s3.amazonaws.com/criterion-production/films/9e4830ed7b64463d6dc5e8e0035e09fb/CJ6VtCQt4wVFoxzIN1GHWFuZhGBFdT_thumbnail.jpg,The Squid and the Whale,https://www.criterion.com/films/28830-the-squid-and-the-whale,Noah Baumbach,United States,2005
241,https://s3.amazonaws.com/criterion-production/product_images/1871-b497c6ca9fe76597e465ae063f33cf92/ZOLgPj9zTnYgjLm6sE0LHOBVKS9aAT_small.jpg,Stage and Spectacle: Three Films by Jean Renoir,https://www.criterion.com/boxsets/540-stage-and-spectacle-three-films-by-jean-renoir,,,
516,https://s3.amazonaws.com/criterion-production/films/c95af92bca3b979d3e7e4f251f010260/CsMBDL8lJ5CrZjyii2JVkG5nLIFDxc_thumbnail.jpg,Stagecoach,https://www.criterion.com/films/980-stagecoach,John Ford,United States,1939
888,https://s3.amazonaws.com/criterion-production/films/a2edcc26e1eab799429c48ff7067cee7/E0TPdmb6xXiqaiuPmArJq90hdAs3xV_thumbnail.jpg,Stalker,https://www.criterion.com/films/28150-stalker,Andrei Tarkovsky,Soviet Union,1979
760,https://s3.amazonaws.com/criterion-production/films/84c5697bfc57d419ae6d56794e0b9388/QfbxQuY4lQxyYEEb2UncBfSXZm5mXD_thumbnail.jpg,State of Siege,https://www.criterion.com/films/28048-state-of-siege,Costa-Gavras,France,1972
